NOME,DESCRIZIONE,ENGLISH DESCRIPTION,CATEGORIA,LATITUDINE (es. 46.281419),LONGITUDINE (es. 11.523885),VIA,CAP,LOCALITA'/CITTA',CONTATTO NOME,CONTATTO TELEFONO,CONTATTO EMAIL,CONTATTO FAX,CONTATTO URL,ORARI,SERVIZI,PREZZI (camera singola mezza pensione),TAG 1,TAG 2,TAG 3,TAG 4,TAG AGGIUNTIVI,CAPIENZA (letti),STORIA,CURIOSITA',COME ARRIVARE,ACCESSIBILITA'
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," PIAZZA LODRON, 28                                         ",38122,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA E. MACCANI, 56                                        ",38121,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA E. MACCANI, 88                                        ",38121,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA G. MANCI, 30                                          ",38121,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA G. MATTEOTTI, 16                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA C.MENGUZZATO ""VEGLIA"", 81  ",38123,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA MONTE BALDO, 3                                       ",38122,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA DEI MUREDEI, 70                                       ",38122,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA DELLE ORFANE, 2                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA SAN PIO X, 1                                         ",38122,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," LARGO N. SAURO, 27                                        ",38121,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA DEI SOLTERI, 43/8                                     ",38121,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA TORRE VERDE, 26                                       ",38122,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," CORSO 3 NOVEMBRE, 57",38122,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA G. B. TRENER, 16                                      ",38121,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA LEOPOLDO PERGHER, 30  ",38121,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA LUIGI BRUGNARA, 10  ",38121,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," PASSAGGIO L. CARBONARI, 1 ",38121,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," PIAZZA OVENO, 9                                          ",38123,Trento-Monte Bondone,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," STRADA DI VASON, 102",38123,Trento-Monte Bondone,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," STRADA DI VASON, 102 ",38123,Trento-Monte Bondone,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," STRADA PER SOPRAMONTE, 40  ",38123,Trento-Monte Bondone,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA DELLA POSTA, 8                                       ",38123,Trento-Monte Bondone,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," PIAZZA SAN LEONARDO, 2 ",38123,Trento-Monte Bondone,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," V. DELLA VILLA DI BASELGA, 55 ",38123,Trento-Monte Bondone,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA ALTO SASSO, 21                                        ",38123,Sardagna,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA R. BELENZANI, 58                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA DEL BRENNERO, 16                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA DEL BRENNERO, 256/G",38121,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA BRIGATA ACQUI, 2                                     ",38122,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA BRIGATA ACQUI, 5                                     ",38122,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA A. DEGASPERI, 29                                      ",38123,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," PIAZZA DI FIERA, 13                                       ",38122,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA A. GRAMSCI, 70                                        ",38123,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA DELLA MALVASIA, 101  ",38122,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA A. MARIGHETTO ""ORA"", 29  ",38123,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA G. MAZZINI, 45                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA G. MAZZINI, 46                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VICOLO MOROSANTE, 10  ",38122,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA P. OSS MAZZURANA, 35  ",38122,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA F. PETRARCA, 32                                       ",38122,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA F. PETRARCA, 32/1                                     ",38122,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA A. PRANZELORES, 64                                    ",38121,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA G. A PRATO, 22/2                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA DELLA PREPOSITURA, 8",38122,Trento,,,,,,,,,,,,,,,,,,
MINIMERCATO                    ,Negozio di alimentari di piccolo-media dimensione,Small/medium-sized food shop,Alimentari,,," VIA DELLA PREPOSITURA, 74 ",38122,Trento,,,,,,,,,,,,,,,,,,
